ID,Provider ID,Condition,Measure Name,Measure ID,Measure Start Date,Measure End Date,Score
17026,231324,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,97
17027,390130,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,97
17028,100122,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,2
17029,130003,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,medium
17030,230005,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,98
17031,521354,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,88
17032,521354,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,0
17033,330201,Blood Clot Prevention and Treatment,Hospital Acquired Potentially-Preventable Venous Thromboembolism,VTE_6,4/1/17,3/31/18,0
17034,450253,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,8
17035,170145,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,202
17036,231324,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,83
17037,50604,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,97
17038,100313,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,69
17039,261327,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,87
17040,50235,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,87
17041,340040,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,very high
17042,130003,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,76
17043,50107,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,66
17044,390183,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,96
17045,370203,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,8
17046,370203,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,0
17047,100122,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,100
17048,161328,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,0
17049,450891,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,low
17050,381316,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,96
17051,450253,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,91
17052,330386,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,51
17053,450253,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,1
17054,50006,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,27
17055,170145,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,low
17056,230208,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,12
17057,390130,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,low
17058,351307,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,8
17059,61310,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,100
17060,251313,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,107
17061,140289,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,2
17062,140289,Emergency Department,Head CT results,OP_23,4/1/17,3/31/18,75
17063,450253,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,91
17064,251313,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,148
17065,371326,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,85
17066,330386,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,155
17067,230208,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,28
17068,130003,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,0
17069,271337,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,146
17070,370203,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,97
17071,131318,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,80
17072,150065,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,96
17073,140289,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,33
17074,150065,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,0
17075,161328,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,10
17076,381316,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,225
17077,330386,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,97
17078,230208,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,29
17079,50107,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,8
17080,390130,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,6
17081,371326,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,204
17082,390183,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,95
17083,230005,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,158
17084,170145,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,8
17085,110006,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,135
17086,440180,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,79
17087,230208,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,0
17088,261327,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,12
17089,230005,Heart Attack or Chest Pain,Median Time to Transfer to Another Facility for Acute Coronary Intervention,OP_3b,4/1/17,3/31/18,74
17090,330386,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,0
17091,170145,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,220
17092,151330,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,37
17093,330201,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,1
17094,450891,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,4
17095,100122,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,15
17096,450015,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,very high
17097,50006,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,92
17098,50107,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,3
17099,440180,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,96
17100,450253,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,100
17101,450015,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,87
17102,300001,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,34
17103,390183,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,16
17104,110006,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,high
17105,130003,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,227
17106,230208,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,100
17107,100022,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,252
17108,170145,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,1
17109,450015,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,567
17110,300001,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,3
17111,300001,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,198
17112,151330,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,5
17113,340040,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,1
17114,381316,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,15
17115,110006,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,99
17116,110006,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,96
17117,310038,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,336
17118,310038,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,140
17119,310038,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,very high
17120,310038,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,97
17121,310038,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,83
17122,310038,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,181
17123,310038,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,411
17124,310038,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,36
17125,310038,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,48
17126,310038,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,0
17127,310038,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,70
17128,310038,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,98
17129,310038,Cancer care,External Beam Radiotherapy for Bone Metastases,OP_33,1/1/17,12/31/17,93
17130,310038,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,2
17131,310038,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,68
17132,310038,Blood Clot Prevention and Treatment,Hospital Acquired Potentially-Preventable Venous Thromboembolism,VTE_6,4/1/17,3/31/18,3
17133,381316,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,96
17134,50006,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,9
17135,100022,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,93
17136,370203,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,100
17137,110128,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,152
17138,390130,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,1
17139,251334,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,160
17140,351307,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,95
17141,100022,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,58
17142,390183,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,40
17143,351307,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,82
17144,161328,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,62
17145,230005,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,100
17146,151330,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,95
17147,151330,Heart Attack or Chest Pain,Median Time to Transfer to Another Facility for Acute Coronary Intervention,OP_3b,4/1/17,3/31/18,104
17148,50006,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,205
17149,130003,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,88
17150,351307,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,91
17151,230208,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,47
17152,390130,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,90
17153,261327,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,86
17154,300001,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,77
17155,450253,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,18
17156,100122,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,16
17157,340040,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,224
17158,451373,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,16
17159,50107,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,98
17160,50006,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,7
17161,231324,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,152
17162,450253,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,65
17163,450253,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,99
17164,220088,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,99
17165,351307,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,96
17166,131318,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,191
17167,381316,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,105
17168,100022,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,98
17169,440180,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,42
17170,170145,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,26
17171,390183,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,82
17172,300001,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,67
17173,100022,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,314
17174,151330,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,46
17175,251313,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,36
17176,131318,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,15
17177,50604,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,0
17178,100022,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,6
17179,330201,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,99
17180,50107,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,99
17181,50107,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,very high
17182,100122,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,43
17183,340040,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,99
17184,130003,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,93
17185,351307,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,low
17186,330386,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,340
17187,440180,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,63
17188,50006,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,55
17189,161328,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,96
17190,161328,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,45
17191,230208,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,96
17192,100035,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,170
17193,100122,Emergency Department,Head CT results,OP_23,4/1/17,3/31/18,78
17194,371326,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,89
17195,41317,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,38
17196,100022,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,2
17197,281355,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,99
17198,340040,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,33
17199,100122,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,100
17200,230005,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,89
17201,390183,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,5
17202,170145,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,98
17203,110006,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,2
17204,231324,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,1
17205,170145,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,0
17206,381316,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,14
17207,450015,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,47
17208,251313,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,77
17209,231324,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,125
17210,330386,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,99
17211,110006,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,30
17212,330201,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,52
17213,381316,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,1
17214,100122,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,89
17215,371326,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,4
17216,340040,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,189
17217,330386,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,118
17218,231324,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,223
17219,381316,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,163
17220,300001,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,0
17221,41317,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,94
17222,330201,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,180
17223,340040,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,95
17224,300001,Cancer care,External Beam Radiotherapy for Bone Metastases,OP_33,1/1/17,12/31/17,94
17225,330386,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,40
17226,41317,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,81
17227,251313,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,230
17228,330201,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,18
17229,450253,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,212
17230,151330,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,low
17231,50107,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,2
17232,230208,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,0
17233,241326,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,142
17234,241326,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,89
17235,241326,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,low
17236,241326,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,93
17237,241326,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,102
17238,241326,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,174
17239,241326,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,24
17240,241326,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,27
17241,241326,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,0
17242,241326,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,93
17243,241326,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,6
17244,281355,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,98
17245,351307,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,32
17246,140125,Emergency Department,Head CT results,OP_23,4/1/17,3/31/18,62
17247,50107,Blood Clot Prevention and Treatment,Hospital Acquired Potentially-Preventable Venous Thromboembolism,VTE_6,4/1/17,3/31/18,0
17248,170145,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,96
17249,100022,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,29
17250,450891,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,80
17251,450015,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,4
17252,450891,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,100
17253,390130,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,37
17254,170145,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,66
17255,230208,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,88
17256,451373,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,96
17257,50604,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,351
17258,61310,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,15
17259,300001,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,94
17260,170145,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,125
17261,440180,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,100
17262,100122,Emergency Department,Median time to pain med,OP_21,4/1/17,3/31/18,56
17263,440180,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,245
17264,300001,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,257
17265,330386,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,84
17266,440180,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,138
17267,131318,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,122
17268,151330,Emergency Department,Left before being seen,OP_22,1/1/17,12/31/17,0
17269,50604,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,83
17270,390183,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,141
17271,340040,Blood Clot Prevention and Treatment,Hospital Acquired Potentially-Preventable Venous Thromboembolism,VTE_6,4/1/17,3/31/18,0
17272,390183,Emergency Department,Head CT results,OP_23,4/1/17,3/31/18,74
17273,151330,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,29
17274,261327,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,24
17275,371326,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,low
17276,300001,Emergency Department,Head CT results,OP_23,4/1/17,3/31/18,80
17277,390130,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,78
17278,440180,Pregnancy and Delivery Care,Elective Delivery,PC_01,4/1/17,3/31/18,22
17279,161328,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,low
17280,230208,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,low
17281,300001,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,39
17282,390130,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,192
17283,231324,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,19
17284,271337,Preventive Care,Immunization for influenza,IMM_2,10/1/17,3/31/18,67
17285,381316,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,89
17286,390130,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,11
17287,450015,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,94
17288,131318,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,53
17289,50107,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,100
17290,100122,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,272
17291,230005,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,87
17292,381316,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,98
17293,390130,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,95
17294,340040,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,49
17295,261327,Emergency Department,Emergency department volume,EDV,1/1/17,12/31/17,low
17296,230208,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,98
17297,50107,Emergency Department,ED1,ED_1b,4/1/17,3/31/18,292
17298,450253,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,142
17299,330201,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,79
17300,220088,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,100
17301,281355,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,47
17302,170145,Heart Attack or Chest Pain,Aspirin at Arrival,OP_4,4/1/17,3/31/18,90
17303,330386,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,98
17304,50006,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,82
17305,450015,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,347
17306,130003,Blood Clot Prevention and Treatment,Hospital Acquired Potentially-Preventable Venous Thromboembolism,VTE_6,4/1/17,3/31/18,0
17307,440180,Heart Attack or Chest Pain,Median Time to ECG,OP_5,4/1/17,3/31/18,10
17308,330386,Colonoscopy care,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,OP_30,1/1/17,12/31/17,88
17309,230005,Emergency Department,OP 18,OP_18b,4/1/17,3/31/18,135
17310,130003,Emergency Department,ED2,ED_2b,4/1/17,3/31/18,90
17311,330201,Colonoscopy care,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,OP_29,1/1/17,12/31/17,100
17312,100035,Sepsis Care,Appropriate care for severe sepsis and septic shock,SEP_1,4/1/17,3/31/18,57
17313,231324,Emergency Department,Door to diagnostic eval,OP_20,4/1/17,3/31/18,17
17314,251334,Preventive Care,Healthcare workers given influenza vaccination,IMM_3_OP_27_FAC_ADHPCT,10/1/17,3/31/18,94
17315,161328,Emergency Department,OP-18,OP_18c,4/1/17,3/31/18,150
