Provider_ID,Hospital_Name,City,State,ZIP_Code,Phone_Number,Hospital_Type,Hospital_Ownership,Emergency_Services
141301,KIRBY MEDICAL CENTER,MONTICELLO,IL,61856,2177622115,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
161355,KNOXVILLE HOSPITAL & CLINICS,KNOXVILLE,IA,50138,6418422151,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
160153,MERCY MEDICAL CENTER-SIOUX CITY,SIOUX CITY,IA,51101,7122792010,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
151328,INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL,BEDFORD,IN,47421,8122751200,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
140110,OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER,OTTAWA,IL,61350,8154333100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
190013,WEST CALCASIEU CAMERON HOSPITAL,SULPHUR,LA,70663,3375277034,Acute Care Hospitals,Government - Hospital District or Authority,TRUE
220030,BAYSTATE WING HOSPITAL AND MEDICAL CENTERS,PALMER,MA,1069,4132837651,Acute Care Hospitals,Voluntary non-profit - Other,TRUE
121303,MOLOKAI GENERAL HOSPITAL,KAUNAKAKAI,HI,96748,8085535331,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
141340,VALLEY WEST COMMUNITY HOSPITAL,SANDWICH,IL,60548,8157868484,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
201305,CALAIS REGIONAL HOSPITAL,CALAIS,ME,4619,2074547521,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
151326,UNION HOSPITAL CLINTON,CLINTON,IN,47842,7658321234,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
111306,EFFINGHAM HEALTH SYSTEM,SPRINGFIELD,GA,31329,9127540160,Critical Access Hospitals,Government - Hospital District or Authority,TRUE
150100,ST VINCENT EVANSVILLE,EVANSVILLE,IN,47750,8124854000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
200041,NORTHERN LIGHT INLAND HOSPITAL,WATERVILLE,ME,4901,2078613000,Acute Care Hospitals,Proprietary,TRUE
171335,STEVENS COUNTY HOSPITAL,HUGOTON,KS,67951,6205446178,Critical Access Hospitals,Government - Local,TRUE
181304,TRIGG COUNTY HOSPITAL,CADIZ,KY,42211,2705223215,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
131302,NORTH CANYON MEDICAL CENTER,GOODING,ID,83330,2089344433,Critical Access Hospitals,Voluntary non-profit - Private,FALSE
220101,NEWTON-WELLESLEY HOSPITAL,NEWTON,MA,2462,6172436000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE
180124,TRISTAR GREENVIEW REGIONAL HOSPITAL,BOWLING GREEN,KY,42104,2707931000,Acute Care Hospitals,Proprietary,TRUE
171327,ELLSWORTH COUNTY MEDICAL CENTER,ELLSWORTH,KS,67439,7854723111,Critical Access Hospitals,Government - Local,TRUE
161331,MERCY MEDICAL CENTER-NEW HAMPTON,NEW HAMPTON,IA,50659,6413944121,Critical Access Hospitals,Voluntary non-profit - Church,TRUE
120007,KUAKINI MEDICAL CENTER,HONOLULU,HI,96817,8085362236,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
150181,ST VINCENT FISHERS HOSPITAL INC,FISHERS,IN,46037,3174159000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
210062,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,CLINTON,MD,20735,3018688000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
150176,KENTUCKIANA MEDICAL CENTER LLC,CLARKSVILLE,IN,47129,8122803300,Acute Care Hospitals,Proprietary,FALSE
140176,CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL,WOODSTOCK,IL,60098,8157885823,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
190300,ST CHARLES SURGICAL HOSPITAL LLC,NEW ORLEANS,LA,70130,5045296600,Acute Care Hospitals,Physician,FALSE
141318,OSF HOLY FAMILY MEDICAL CENTER,MONMOUTH,IL,61462,3097343141,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
210016,ADVENTIST HEALTHCARE WASHINGTON ADVENTIST HOSPITAL,TAKOMA PARK,MD,20912,3018915651,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
130028,PORTNEUF MEDICAL CENTER,POCATELLO,ID,83201,2082391446,Acute Care Hospitals,Proprietary,TRUE
140013,PROCTOR HOSPITAL,PEORIA,IL,61614,3096911000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
140164,MEMORIAL HOSPITAL OF CARBONDALE,CARBONDALE,IL,62901,6185490721,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
161318,VETERANS MEMORIAL HOSPITAL,WAUKON,IA,52172,5635683411,Critical Access Hospitals,Government - Local,TRUE
160080,MERCY MEDICAL CENTER-CLINTON,CLINTON,IA,52732,5632445555,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
151330,ADAMS MEMORIAL HOSPITAL,DECATUR,IN,46733,2607242145,Critical Access Hospitals,Government - Local,TRUE
150010,ST VINCENT KOKOMO,KOKOMO,IN,46904,7654525611,Acute Care Hospitals,Voluntary non-profit - Church,TRUE
180019,MEADOWVIEW REGIONAL MEDICAL CENTER,MAYSVILLE,KY,41056,6067595311,Acute Care Hospitals,Proprietary,TRUE
171328,OTTAWA COUNTY HEALTH CENTER,MINNEAPOLIS,KS,67467,7853922122,Critical Access Hospitals,Voluntary non-profit - Other,TRUE
141316,HOOPESTON COMMUNITY MEMORIAL HOSPITAL,HOOPESTON,IL,60942,2172835531,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
150115,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,JASPER,IN,47546,8129962345,Acute Care Hospitals,Voluntary non-profit - Church,TRUE
191315,HARDTNER MEDICAL CENTER,OLLA,LA,71465,3184953131,Critical Access Hospitals,Government - Hospital District or Authority,TRUE
190242,ST ELIZABETH HOSPITAL,GONZALES,LA,70737,2256475000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
190268,LAFAYETTE GENERAL SURGICAL HOSPITAL,LAFAYETTE,LA,70503,3372898095,Acute Care Hospitals,Physician,FALSE
140197,METHODIST HOSPITAL OF CHICAGO,CHICAGO,IL,60640,7732719040,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
121300,KAUAI VETERANS MEMORIAL HOSPITAL,WAIMEA,HI,96796,8083389431,Critical Access Hospitals,Government - State,TRUE
190090,WINN PARISH MEDICAL CENTER,WINNFIELD,LA,71483,3186483000,Acute Care Hospitals,Proprietary,TRUE
171350,RUSSELL REGIONAL HOSPITAL,RUSSELL,KS,67665,7854833131,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
190313,NEW ORLEANS EAST HOSPITAL,NEW ORLEANS,LA,70127,5045926600,Acute Care Hospitals,Government - Hospital District or Authority,TRUE
180105,MONROE COUNTY MEDICAL CENTER,TOMPKINSVILLE,KY,42167,2704879231,Acute Care Hospitals,Voluntary non-profit - Other,TRUE
180093,BAPTIST HEALTH MADISONVILLE,MADISONVILLE,KY,42431,2708255100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
140292,ADVENTIST GLENOAKS,GLENDALE HEIGHTS,IL,60139,6305458000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE
191304,NORTH CADDO MEDICAL CENTER,VIVIAN,LA,71082,3183753235,Critical Access Hospitals,Government - Hospital District or Authority,TRUE
190026,RAPIDES REGIONAL MEDICAL CENTER,ALEXANDRIA,LA,71301,3187693000,Acute Care Hospitals,Proprietary,TRUE
121307,HALE HO'OLA HAMAKUA,HONOKAA,HI,96727,8089324100,Critical Access Hospitals,Government - State,TRUE
140058,PASSAVANT AREA HOSPITAL,JACKSONVILLE,IL,62650,2172459551,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
170142,VIA CHRISTI HOSPITAL MANHATTAN INC,MANHATTAN,KS,66502,7857762831,Acute Care Hospitals,Voluntary non-profit - Church,TRUE
150082,DEACONESS HOSPITAL INC,EVANSVILLE,IN,47747,8124505000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
180104,BAPTIST HEALTH PADUCAH,PADUCAH,KY,42003,2705752100,Acute Care Hospitals,Voluntary non-profit - Church,TRUE
220077,BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA,1199,4137940000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
210030,UNIVERSITY OF MD SHORE MEDICAL CTR AT CHESTERTOWN,CHESTERTOWN,MD,21620,4107787668,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
170194,DOCTORS HOSPITAL LLC,LEAWOOD,KS,66211,9135291801,Acute Care Hospitals,Proprietary,FALSE
171361,REPUBLIC COUNTY HOSPITAL,BELLEVILLE,KS,66935,7855272254,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
191306,WEST FELICIANA PARISH HOSPITAL,SAINT FRANCISVILLE,LA,70775,2256353811,Critical Access Hospitals,Government - Hospital District or Authority,TRUE
140122,ADVENTIST HINSDALE HOSPITAL,HINSDALE,IL,60521,6308569000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
141317,GIBSON COMMUNITY HOSPITAL,GIBSON CITY,IL,60936,2177844251,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
190151,RICHARDSON MEDICAL CENTER,RAYVILLE,LA,71269,3187284181,Acute Care Hospitals,Government - Hospital District or Authority,TRUE
171308,MERCY HOSPITAL COLUMBUS,COLUMBUS,KS,66725,6204292545,Critical Access Hospitals,Voluntary non-profit - Church,TRUE
141312,ROCHELLE COMMUNITY HOSPITAL,ROCHELLE,IL,61068,8155622181,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
141351,CLAY COUNTY HOSPITAL,FLORA,IL,62839,6186622131,Critical Access Hospitals,Government - Local,TRUE
151304,RUSH MEMORIAL HOSPITAL,RUSHVILLE,IN,46173,7659327513,Critical Access Hospitals,Government - Local,TRUE
151319,GIBSON GENERAL HOSPITAL,PRINCETON,IN,47670,8123853401,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
191300,ST HELENA PARISH HOSPITAL,GREENSBURG,LA,70441,2252226111,Critical Access Hospitals,Government - Hospital District or Authority,TRUE
120014,WILCOX MEMORIAL HOSPITAL,LIHUE,HI,96766,8082451103,Acute Care Hospitals,Government - Federal,TRUE
150166,PINNACLE HOSPITAL,CROWN POINT,IN,46307,2197562100,Acute Care Hospitals,Physician,FALSE
140286,KISHWAUKEE COMMUNITY HOSPITAL,DEKALB,IL,60115,8157561521,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
120026,PALI MOMI MEDICAL CENTER,AIEA,HI,96701,8084866000,Acute Care Hospitals,Proprietary,TRUE
190218,SABINE MEDICAL CENTER,MANY,LA,71449,3182561232,Acute Care Hospitals,Proprietary,TRUE
140179,LITTLE COMPANY OF MARY HOSPITAL,EVERGREEN PARK,IL,60805,7084226200,Acute Care Hospitals,Voluntary non-profit - Other,TRUE
180025,FLAGET MEMORIAL HOSPITAL,BARDSTOWN,KY,40004,5023505000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
150011,MARION GENERAL HOSPITAL,MARION,IN,46952,7656606000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
171343,STANTON COUNTY HOSPITAL,JOHNSON,KS,67855,6204926250,Critical Access Hospitals,Government - Local,TRUE
170006,VIA CHRISTI HOSPITAL PITTSBURG INC,PITTSBURG,KS,66762,6202316100,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
161301,IOWA SPECIALTY HOSPITAL - BELMOND,BELMOND,IA,50421,6414443223,Critical Access Hospitals,Government - Local,TRUE
111304,MORGAN MEMORIAL HOSPITAL,MADISON,GA,30650,7063421667,Critical Access Hospitals,Government - Hospital District or Authority,TRUE
150089,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,MUNCIE,IN,47303,7657473111,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
160029,MERCY HOSPITAL,IOWA CITY,IA,52245,3193390300,Acute Care Hospitals,Voluntary non-profit - Church,TRUE
170150,SOUTH CENTRAL KS  MED CENTER,ARKANSAS CITY,KS,67005,6204422500,Acute Care Hospitals,Government - Local,TRUE
190027,CHRISTUS ST PATRICK HOSPITAL,LAKE CHARLES,LA,70601,3374362511,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
190183,LEONARD J CHABERT MEDICAL CENTER,HOUMA,LA,70363,9858732200,Acute Care Hospitals,Voluntary non-profit - Other,TRUE
170074,GEARY COMMUNITY HOSPITAL,JUNCTION CITY,KS,66441,7852384131,Acute Care Hospitals,Government - Local,TRUE
140276,LOYOLA UNIVERSITY MEDICAL CENTER,MAYWOOD,IL,60153,7082169000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
161380,HANSEN FAMILY HOSPITAL,IOWA FALLS,IA,50126,6416484631,Critical Access Hospitals,Government - Local,TRUE
220095,HEYWOOD HOSPITAL -,GARDNER,MA,1440,9786323420,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
140174,PRESENCE MERCY MEDICAL CENTER,AURORA,IL,60506,6308592222,Acute Care Hospitals,Voluntary non-profit - Church,TRUE
180029,HAZARD ARH REGIONAL MEDICAL CENTER,HAZARD,KY,41701,6064396600,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
191320,BIENVILLE MEDICAL CENTER,ARCADIA,LA,71001,3182634700,Critical Access Hospitals,Proprietary,TRUE
141306,COMMUNITY MEMORIAL HOSPITAL,STAUNTON,IL,62088,6186352200,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
140083,LORETTO HOSPITAL,CHICAGO,IL,60644,7736264300,Acute Care Hospitals,Voluntary non-profit - Other,TRUE
151300,COMMUNITY HOSPITAL OF BREMEN INC,BREMEN,IN,46506,5745462211,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
150047,ST JOSEPH HOSPITAL,FORT WAYNE,IN,46802,2604253000,Acute Care Hospitals,Proprietary,TRUE
121306,SAMUEL MAHELONA MEMORIAL HOSPITAL,KAPAA,HI,96746,8088224961,Critical Access Hospitals,Government - State,TRUE
140231,EDWARD HOSPITAL,NAPERVILLE,IL,60540,6305273000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
161366,SHENANDOAH MEDICAL CENTER,SHENANDOAH,IA,51601,7122461230,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
140307,METRO-EAST SERVICES INC,SHILOH,IL,62269,6186071000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
161300,BAUM HARMON MERCY HOSPITAL,PRIMGHAR,IA,51245,7129572300,Critical Access Hospitals,Voluntary non-profit - Church,TRUE
121301,KAU HOSPITAL,PAHALA,HI,96777,8089288331,Critical Access Hospitals,Government - State,TRUE
181331,MCDOWELL ARH HOSPITAL,MC DOWELL,KY,41647,6063773400,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
171331,KIOWA DISTRICT HOSPITAL,KIOWA,KS,67070,6208254131,Critical Access Hospitals,Government - Hospital District or Authority,TRUE
110198,WELLSTAR NORTH FULTON HOSPITAL,ROSWELL,GA,30076,7707512500,Acute Care Hospitals,Proprietary,TRUE
150179,FAIRBANKS,INDIANAPOLIS,IN,46256,3178498222,Acute Care Hospitals,Voluntary non-profit - Private,FALSE
141305,MEMORIAL HOSPITAL,CARTHAGE,IL,62321,2173578500,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
171334,MEDICINE LODGE MEMORIAL HOSPITAL,MEDICINE LODGE,KS,67104,6208863771,Critical Access Hospitals,Government - Hospital District or Authority,TRUE
161371,WINNESHIEK MEDICAL CENTER,DECORAH,IA,52101,5633822911,Critical Access Hospitals,Government - Local,TRUE
140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,CHICAGO,IL,60637,7737021000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
111330,POLK MEDICAL CENTER,CEDARTOWN,GA,30125,7707482500,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
130067,IDAHO DOCTORS HOSPITAL,BLACKFOOT,ID,83221,2087822900,Acute Care Hospitals,Proprietary,FALSE
171375,MITCHELL COUNTY HOSPITAL HEALTH SYSTEMS,BELOIT,KS,67420,7857382266,Critical Access Hospitals,Government - Local,TRUE
150012,SAINT JOSEPH REGIONAL MEDICAL CENTER,MISHAWAKA,IN,46545,5743355000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
160001,UNITYPOINT HEALTH-MARSHALLTOWN,MARSHALLTOWN,IA,50158,6417545151,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
140130,NORTHWESTERN LAKE FOREST HOSPITAL,LAKE FOREST,IL,60045,8472345600,Acute Care Hospitals,Voluntary non-profit - Other,TRUE
140127,ADVOCATE BROMENN MEDICAL CENTER,NORMAL,IL,61761,3094541400,Acute Care Hospitals,Voluntary non-profit - Church,TRUE
210037,UNIVERSITY OF MD SHORE MEDICAL CENTER AT EASTON,EASTON,MD,21601,4108221000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
161357,PALO ALTO COUNTY HOSPITAL,EMMETSBURG,IA,50536,7128525500,Critical Access Hospitals,Government - Local,TRUE
171364,OSBORNE COUNTY MEMORIAL HOSPITAL,OSBORNE,KS,67473,7853462121,Critical Access Hospitals,Government - Local,TRUE
220063,LOWELL GENERAL HOSPITAL,LOWELL,MA,1854,9789376000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
220098,NASHOBA VALLEY MEDICAL CENTER,AYER,MA,1432,9787849000,Acute Care Hospitals,Proprietary,TRUE
140080,PRESENCE SAINT FRANCIS HOSPITAL,EVANSTON,IL,60202,8473164000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE
170009,SAINT JOHN HOSPITAL,LEAVENWORTH,KS,66048,9136806000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE
140095,SAINT ANTHONY HOSPITAL,CHICAGO,IL,60623,7735211710,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
190039,WEST JEFFERSON MEDICAL CENTER,MARRERO,LA,70072,5043475511,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
150177,UNITY MEDICAL AND SURGICAL HOSPITAL,MISHAWAKA,IN,46545,5742316800,Acute Care Hospitals,Physician,FALSE
140228,SWEDISH AMERICAN HOSPITAL,ROCKFORD,IL,61104,8159684400,Acute Care Hospitals,Voluntary non-profit - Other,FALSE
170086,STORMONT VAIL HOSPITAL,TOPEKA,KS,66604,7853546121,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
140167,IROQUOIS MEMORIAL HOSPITAL,WATSEKA,IL,60970,8154325201,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
150024,ESKENAZI HEALTH,INDIANAPOLIS,IN,46202,3178804818,Acute Care Hospitals,Government - Local,TRUE
150146,PARKVIEW NOBLE HOSPITAL,KENDALLVILLE,IN,46755,2603478700,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
210063,UNIVERSITY OF MARYLAND ST JOSEPH MEDICAL CENTER,TOWSON,MD,21204,4103371000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
190102,OUR LADY OF LOURDES REGIONAL MEDICAL CENTER INC,LAFAYETTE,LA,70508,3374702000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
160028,CHI HEALTH MERCY COUNCIL BLUFFS,COUNCIL BLUFFS,IA,51503,7123285000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
140113,OSF HEART OF MARY MEDICAL CENTER,URBANA,IL,61801,2173372000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE
110190,FLINT RIVER COMMUNITY HOSPITAL,MONTEZUMA,GA,31063,4784723100,Acute Care Hospitals,Voluntary non-profit - Private,FALSE
140029,COPLEY MEMORIAL HOSPITAL,AURORA,IL,60504,6309786200,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
191322,ABROM KAPLAN MEMORIAL HOSPITAL,KAPLAN,LA,70548,3376438300,Critical Access Hospitals,Government - Hospital District or Authority,TRUE
110191,PIEDMONT HENRY HOSPITAL,STOCKBRIDGE,GA,30281,6786041000,Acute Care Hospitals,Government - Hospital District or Authority,TRUE
181321,WAYNE COUNTY HOSPITAL,MONTICELLO,KY,42633,6063489343,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
181316,MARY BRECKINRIDGE ARH HOSPITAL,HYDEN,KY,41749,6066722901,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
191319,ACADIA ST LANDRY,CHURCH POINT,LA,70525,3376845435,Critical Access Hospitals,Government - Hospital District or Authority,TRUE
180070,TWIN LAKES REGIONAL MEDICAL CENTER,LEITCHFIELD,KY,42754,2702599400,Acute Care Hospitals,Voluntary non-profit - Other,TRUE
170182,MENORAH MEDICAL CENTER,OVERLAND PARK,KS,66209,9134986773,Acute Care Hospitals,Voluntary non-profit - Other,TRUE
150037,HANCOCK REGIONAL HOSPITAL,GREENFIELD,IN,46140,3174625544,Acute Care Hospitals,Government - Local,TRUE
150006,LA PORTE HOSPITAL,LA PORTE,IN,46350,2193261234,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
170109,MIAMI COUNTY MEDICAL CENTER,PAOLA,KS,66071,9135574385,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
150065,SCHNECK MEDICAL CENTER,SEYMOUR,IN,47274,8125222349,Acute Care Hospitals,Government - Local,TRUE
150015,FRANCISCAN HEALTH MICHIGAN CITY,MICHIGAN CITY,IN,46360,2198798511,Acute Care Hospitals,Voluntary non-profit - Church,TRUE
190015,NORTH OAKS MEDICAL CENTER L L C,HAMMOND,LA,70403,9853452700,Acute Care Hospitals,Government - Hospital District or Authority,TRUE
151333,PUTNAM COUNTY HOSPITAL,GREENCASTLE,IN,46135,7656535121,Critical Access Hospitals,Government - Local,TRUE
190118,DESOTO REGIONAL HEALTH SYSTEM,MANSFIELD,LA,71052,3188724610,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
220080,HOLY FAMILY HOSPITAL,METHUEN,MA,1844,9786870156,Acute Care Hospitals,Proprietary,TRUE
150097,MAJOR HOSPITAL,SHELBYVILLE,IN,46176,3173923211,Acute Care Hospitals,Government - Local,TRUE
150086,HIGHPOINT HEALTH,LAWRENCEBURG,IN,47025,8125371010,Acute Care Hospitals,Government - Local,TRUE
191309,HOOD MEMORIAL HOSPITAL,AMITE,LA,70422,9857489485,Critical Access Hospitals,Government - Hospital District or Authority,TRUE
171377,SMITH COUNTY MEMORIAL HOSPITAL,SMITH CENTER,KS,66967,7852826845,Critical Access Hospitals,Government - Local,TRUE
130013,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,NAMPA,ID,83687,2082050050,Acute Care Hospitals,Voluntary non-profit - Church,TRUE
160016,TRINITY REGIONAL MEDICAL CENTER,FORT DODGE,IA,50501,5155733101,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
141304,GENESIS MEDICAL CENTER  ALEDO,ALEDO,IL,61231,3095829100,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
190133,ALLEN PARISH HOSPITAL,KINDER,LA,70648,3377382527,Acute Care Hospitals,Government - Hospital District or Authority,TRUE
220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,BOSTON,MA,2114,6175237900,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
151325,ST VINCENT WARRICK,BOONVILLE,IN,47601,8128974800,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
210044,GREATER BALTIMORE MEDICAL CENTER,BALTIMORE,MD,21204,4438492000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
140046,GOOD SAMARITAN REGIONAL HLTH CENTER,MOUNT VERNON,IL,62864,6188991469,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
220084,EMERSON HOSPITAL -,W CONCORD,MA,1742,9783691400,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
140125,GATEWAY REGIONAL MEDICAL CENTER,GRANITE CITY,IL,62040,6187983000,Acute Care Hospitals,Proprietary,TRUE
111326,SGMC LANIER CAMPUS,LAKELAND,GA,31635,2294828402,Critical Access Hospitals,Government - Hospital District or Authority,TRUE
200008,MERCY HOSPITAL,PORTLAND,ME,4101,2078793000,Acute Care Hospitals,Voluntary non-profit - Church,TRUE
200052,NORTHERN MAINE MEDICAL CENTER,FORT KENT,ME,4743,2078343195,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
180038,OWENSBORO HEALTH REGIONAL HOSPITAL,OWENSBORO,KY,42303,2704172000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
140185,MEMORIAL HOSPITAL,BELLEVILLE,IL,62226,6182337750,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
111329,ST MARY'S GOOD SAMARITAN HOSPITAL,GREENSBORO,GA,30642,7064537331,Critical Access Hospitals,Proprietary,TRUE
131316,BEAR LAKE MEMORIAL HOSPITAL,MONTPELIER,ID,83254,2088471630,Critical Access Hospitals,Government - Local,TRUE
201314,REDINGTON FAIRVIEW GENERAL HOSPITAL,SKOWHEGAN,ME,4976,2074745121,Critical Access Hospitals,Proprietary,TRUE
171326,LOGAN COUNTY HOSPITAL,OAKLEY,KS,67748,7856723211,Critical Access Hospitals,Government - Local,TRUE
171318,SEDAN CITY HOSPITAL,SEDAN,KS,67361,6207253115,Critical Access Hospitals,Government - Local,TRUE
143302,SHRINERS HOSPITAL FOR CHILDREN,CHICAGO,IL,60707,7736225400,Childrens,Voluntary non-profit - Private,FALSE
130049,KOOTENAI HEALTH,COEUR D'ALENE,ID,83814,2086254000,Acute Care Hospitals,Government - Hospital District or Authority,TRUE
180011,SAINT JOSEPH LONDON,LONDON,KY,40741,6063306000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
161306,JONES REGIONAL MEDICAL CENTER,ANAMOSA,IA,52205,3194626131,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
161330,AUDUBON COUNTY MEMORIAL HOSPITAL,AUDUBON,IA,50025,7125632611,Critical Access Hospitals,Government - Local,TRUE
161320,COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER,SUMNER,IA,50674,5635783275,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
151329,MARGARET MARY HEALTH,BATESVILLE,IN,47006,8129346624,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
191317,JACKSON PARISH HOSPITAL,JONESBORO,LA,71251,3182594435,Critical Access Hospitals,Government - Hospital District or Authority,TRUE
170191,UNIVERSITY  OF KS HLTH SYSTEM GREAT BEND CAMPUS,GREAT BEND,KS,67530,6207928833,Acute Care Hospitals,Proprietary,TRUE
220016,BAYSTATE FRANKLIN MEDICAL CENTER,GREENFIELD,MA,1301,4137730211,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
161348,CLARKE COUNTY HOSPITAL,OSCEOLA,IA,50213,6413422184,Critical Access Hospitals,Voluntary non-profit - Other,TRUE
190308,ST BERNARD PARISH HOSPITAL,CHALMETTE,LA,70043,5048269500,Acute Care Hospitals,Government - Hospital District or Authority,TRUE
201300,BLUE HILL MEMORIAL HOSPITAL,BLUE HILL,ME,4614,2073742836,Critical Access Hospitals,Voluntary non-profit - Private,TRUE
140240,WESTLAKE COMMUNITY HOSPITAL,MELROSE PARK,IL,60160,7089384000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE
180138,BAPTIST HEALTH LA GRANGE,LA GRANGE,KY,40031,5022225388,Acute Care Hospitals,Voluntary non-profit - Private,TRUE
140124,JOHN H STROGER JR HOSPITAL,CHICAGO,IL,60612,3128646000,Acute Care Hospitals,Government - Local,FALSE
150160,ORTHOINDY HOSPITAL,INDIANAPOLIS,IN,46278,3179561000,Acute Care Hospitals,Physician,FALSE
